??????????????撥?????????朵??????軋,???遴???????軋,??伍??撥???????賹????,?鈭?,?璇ｇ????伍?????摹??????,,,,,,
TXO_N5,2018/6/15,14.21,14.9,13.81,14.13,TX201806 ??? 2018/06,2018/6/15,0.6281,11055,145449
TXO_N5 ,2018/6/14,14.31,14.35,13.87,14.21,TX201807 ??? 2018/07,2018/6/15,0.6052,10808,24657
TXO_N5,2018/6/13,14.19,14.36,14.01,14.01,TX201806 ??? 2018/06,2018/6/14,-1.4445,10985,143124
TXO_N5,2018/6/12,14.49,14.55,14.15,14.42,TX201807 ??? 2018/07,2018/6/14,-1.3954,10742,11364
TXO_N5,2018/6/11,13.86,14.45,13.8,14.45,TX201806 ??? 2018/06,2018/6/13,0.0449,11146,114215
TXO_N5,2018/6/8,13.6,13.81,13.27,13.81,TX201807 ??? 2018/07,2018/6/13,0.0551,10893,2850
TXO_N5,2018/6/7,13.68,13.91,13.11,13.2,TX201806 ??? 2018/06,2018/6/12,0.1168,11141,159832
TXO_N5,2018/6/6,13.67,13.73,13.33,13.56,TX201807 ??? 2018/07,2018/6/12,0.2025,10886,4274
TXO_N5,2018/6/5,13.8,14.02,13.45,14.02,TX201806 ??? 2018/06,2018/6/11,0.027,11128,104423
TXO_N5,2018/6/4,13.64,13.83,13.31,13.83,TX201807 ??? 2018/07,2018/6/11,0.0184,10866,2102
TXO_N5,2018/6/1,13.8,14.13,13.12,14.13,TX201806 ??? 2018/06,2018/6/8,-0.9085,11125,122509
TXO_N5,2018/5/31,13.78,14,13.61,14,TX201807 ??? 2018/07,2018/6/8,-0.9212,10864,1839
TXO_N5,2018/5/30,14.39,15,14.17,15,TX201806 ??? 2018/06,2018/6/7,0.259,11227,127407
TXO_N5,2018/5/29,13.24,13.48,13.18,13.28,TX201807 ??? 2018/07,2018/6/7,0.2469,10963,2461
TXO_N5,2018/5/28,13.05,13.3,13.02,13.09,TX201806 ??? 2018/06,2018/6/6,1.1654,11200,134205
TXO_N5,2018/5/25,13.42,13.5,12.96,13.05,TX201807 ??? 2018/07,2018/6/6,1.1936,10938,2657
TXO_N5,2018/5/24,13.24,13.72,13.16,13.27,TX201806 ??? 2018/06,2018/6/5,-0.1353,11069,119504
TXO_N5,2018/5/23,12.78,13.55,12.77,13.55,TX201807 ??? 2018/07,2018/6/5,-0.1109,10807,2098
TXO_N5,2018/5/22,12.89,13.02,12.75,12.91,TX201806 ??? 2018/06,2018/6/4,1.5576,11085,109687
TXO_N5,2018/5/21,13.18,13.18,12.81,13.09,TX201807 ??? 2018/07,2018/6/4,1.5295,10821,3420
TXO_N5,2018/5/18,13.09,13.29,12.72,13.29,TX201806 ??? 2018/06,2018/6/1,0.451,10915,111930
TXO_N5,2018/5/17,12.97,13.23,12.84,13.23,TX201807 ??? 2018/07,2018/6/1,0.4524,10655,1607
TXO_N5,2018/5/16,13.59,13.6,13.03,13.03,TX201806 ??? 2018/06,2018/5/31,0.8259,10867,124660
TXO_N5,2018/5/15,12.73,13.27,12.64,12.94,TX201807 ??? 2018/07,2018/5/31,0.7981,10609,1730
TXO_N5,2018/5/14,13.07,13.28,12.61,12.81,TX201806 ??? 2018/06,2018/5/30,-1.3999,10775,151570
TXO_N5,2018/5/11,12.91,13.07,12.84,12.89,TX201807 ??? 2018/07,2018/5/30,-1.4052,10524,2016
TXO_N5,2018/5/10,13.15,13.32,12.95,13.03,TX201806 ??? 2018/06,2018/5/29,-0.4917,10928,119010
TXO_N5,2018/5/9,13.71,13.72,13.3,13.65,TX201807 ??? 2018/07,2018/5/29,-0.494,10675,1685
TXO_N5,2018/5/8,14.52,14.56,13.77,14.06,TX201806 ??? 2018/06,2018/5/28,0.4665,10983,93268
TXO_N5,2018/5/7,14.48,14.98,14.4,14.64,TX201807 ??? 2018/07,2018/5/28,0.4306,10729,1513
TXO_N5,2018/5/4,15.18,16.37,14.71,15.13,TX201806 ??? 2018/06,2018/5/25,0.1374,10932,107432
TXO_N5,2018/5/3,15.01,17.35,14.75,15.78,TX201807 ??? 2018/07,2018/5/25,0.0562,10683,1668
TXO_N5,2018/5/2,14.92,14.93,14.64,14.81,TX201806 ??? 2018/06,2018/5/24,0.5526,10917,113285
TXO_N5,2018/4/30,15.18,15.52,14.4,14.66,TX201807 ??? 2018/07,2018/5/24,0.5557,10675,1225
TXO_N5,2018/4/27,15.59,15.96,15.06,15.44,TX201806 ??? 2018/06,2018/5/23,-0.5769,10858,138032
TXO_N5,2018/4/26,15.34,16.46,15.29,16.46,TX201807 ??? 2018/07,2018/5/23,-0.6085,10618,2051
TXO_N5,2018/4/25,16.29,16.74,15.64,16.15,TX201806 ??? 2018/06,2018/5/22,-0.3922,10922,114865
TXO_N5,2018/4/24,15.12,15.87,14.95,15.55,TX201807 ??? 2018/07,2018/5/22,-0.3638,10683,1539
TXO_N5,2018/4/23,16.08,16.08,15.36,15.56,TX201806 ??? 2018/06,2018/5/21,1.331,10965,101176
TXO_N5,2018/4/20,14.56,14.92,14.09,14.87,TX201807 ??? 2018/07,2018/5/21,1.3231,10722,1503
TXO_N5,2018/4/20,12.72,13.25,12.59,13.15,TX201806 ??? 2018/06,2018/5/18,-0.0462,10820,109398
TXO_N5,2018/4/19,14.7,14.7,13.6,13.83,TX201807 ??? 2018/07,2018/5/18,-0.0661,10581,1106
TXO_N5,2018/4/19,12.57,12.58,11.75,11.88,TX201806 ??? 2018/06,2018/5/17,-0.533,10826,126166
TXO_N5,2018/4/18,15.19,15.88,14.65,15.88,TX201807 ??? 2018/07,2018/5/17,,10588,1430
TXO_N5,2018/4/18,13.42,13.54,13.1,13.45,TX201805 ??? 2018/05,2018/5/16,0.0552,10872,89647
TXO_N5,2018/4/17,15.1,16.71,14.96,16.71,TX201806 ??? 2018/06,2018/5/16,0.2949,10882,63144
TXO_N5,2018/4/17,13.45,13.95,13.45,13.92,TX201805 ??? 2018/05,2018/5/15,-0.8215,10869,137727
TXO_N5,2018/4/16,15.49,16.7,15.07,16.7,TX201806 ??? 2018/06,2018/5/15,-0.8045,10852,49307
TXO_N5,2018/4/16,13.89,14.01,13.54,13.8,TX201805 ??? 2018/05,2018/5/14,0.884,10958,132634
TXO_N5,2018/4/13,15.56,15.91,15.14,15.91,TX201806 ??? 2018/06,2018/5/14,0.9227,10940,30644
TXO_N5,2018/4/13,13.6,13.63,13.08,13.11,TX201805 ??? 2018/05,2018/5/11,0.9012,10861,127629
TXO_N5,2018/4/12,15.88,16.53,15.61,16.53,TX201806 ??? 2018/06,2018/5/11,0.8937,10839,12844
TXO_N5,2018/4/12,13.96,14.26,13.72,13.9,TX201805 ??? 2018/05,2018/5/10,0.5606,10763,117424
TXO_N5,2018/4/11,16.87,16.95,16.18,16.27,TX201806 ??? 2018/06,2018/5/10,0.5805,10743,5722
TXO_N5,2018/4/11,14.66,14.66,14.14,14.28,TX201805 ??? 2018/05,2018/5/9,0.3375,10704,138372
TXO_N5,2018/4/10,18.03,18.03,16.61,17.13,TX201806 ??? 2018/06,2018/5/9,0.3005,10681,3873
TXO_N5,2018/4/10,15.74,15.85,14.76,15.26,TX201805 ??? 2018/05,2018/5/8,0.6891,10669,120547
TXO_N5,2018/4/9,19.03,19.03,17.86,17.97,TX201806 ??? 2018/06,2018/5/8,0.6713,10648,2518
TXO_N5,2018/4/9,16.47,16.7,15.87,15.99,TX201805 ??? 2018/05,2018/5/7,0.6843,10595,139344
TXO_N5,2018/4/3,19.67,19.76,18.59,19.11,TX201806 ??? 2018/06,2018/5/7,0.7046,10577,2990
TXO_N5,2018/4/3,16.87,17.1,16.26,16.35,TX201805 ??? 2018/05,2018/5/4,0.1523,10523,146168
TXO_N5,2018/4/2,18.28,18.8,17.9,18.62,TX201806 ??? 2018/06,2018/5/4,0.1335,10503,2398
TXO_N5,2018/4/2,15.68,16.29,15.43,16.01,TX201805 ??? 2018/05,2018/5/3,-0.9709,10506,145487
TXO_N5,2018/3/31,17.55,17.81,17.51,17.67,TX201806 ??? 2018/06,2018/5/3,-0.9537,10487,2753
TXO_N5,2018/3/31,15.11,15.54,15.04,15.38,TX201805 ??? 2018/05,2018/5/2,-0.413,10609,119121
TXO_N5,2018/3/30,18.06,18.16,17.46,17.82,TX201806 ??? 2018/06,2018/5/2,-0.4231,10591,1825
TXO_N5,2018/3/30,15.66,15.75,14.85,15.2,TX201805 ??? 2018/05,2018/4/30,0.8807,10655,132890
TXO_N5,2018/3/29,19.5,20.03,19.07,19.61,TX201806 ??? 2018/06,2018/4/30,0.8822,10636,2049
TXO_N5,2018/3/29,16.72,17.36,16.42,16.79,TX201805 ??? 2018/05,2018/4/27,0.8115,10561,138888
TXO_N5,2018/3/28,18.77,20.02,18.44,19.86,TX201806 ??? 2018/06,2018/4/27,0.8321,10542,2397
TXO_N5,2018/3/28,16.03,17.03,15.84,17.03,TX201805 ??? 2018/05,2018/4/26,-0.5695,10476,173837
TXO_N5,2018/3/27,17.46,17.71,17.17,17.22,TX201806 ??? 2018/06,2018/4/26,-0.5706,10455,3203
TXO_N5,2018/3/27,14.97,15.25,14.81,14.87,TX201805 ??? 2018/05,2018/4/25,-0.4724,10535,167276
TXO_N5,2018/3/26,21.57,21.57,19.08,19.08,TX201806 ??? 2018/06,2018/4/25,-0.4921,10515,2583
TXO_N5,2018/3/26,17.68,17.68,16.59,16.9,TX201805 ??? 2018/05,2018/4/24,-0.9915,10583,185925
TXO_N5,2018/3/23,20.98,20.98,18.99,20.98,TX201806 ??? 2018/06,2018/4/24,-0.9932,10567,2808
TXO_N5,2018/3/23,17.83,17.83,15.95,17.48,TX201805 ??? 2018/05,2018/4/23,-0.8808,10694,143144
TXO_N5,2018/3/22,16.45,16.45,14.91,16.13,TX201806 ??? 2018/06,2018/4/23,-0.8546,10675,1858
TXO_N5,2018/3/22,14.49,14.49,12.55,13.91,TX201805 ??? 2018/05,2018/4/20,-1.6504,10788,168412
TXO_N5,2018/3/21,17.44,17.62,17.11,17.23,TX201806 ??? 2018/06,2018/4/20,-1.6446,10768,2649
TXO_N5,2018/3/21,14.9,14.99,14.67,14.82,TX201805 ??? 2018/05,2018/4/19,1.1249,10969,147058
TXO_N5,2018/3/20,17.6,18,17.39,17.77,TX201806 ??? 2018/06,2018/4/19,1.1085,10945,2291
TXO_N5,2018/3/20,14.94,15.24,14.83,15.09,TX201804 ??? 2018/04,2018/4/18,0.3609,10845,106426
TXO_N5,2018/3/19,17.25,17.47,16.69,16.86,TX201805 ??? 2018/05,2018/4/18,0.5004,10846,88506
TXO_N5,2018/3/19,14.6,14.85,14.29,14.46,TX201806 ??? 2018/06,2018/4/18,0.492,10827,1312
TXO_N5,2018/3/16,15.99,17.05,15.99,16.41,TX201804 ??? 2018/04,2018/4/17,-1.2338,10806,156247
TXO_N5,2018/3/16,13.96,14.66,13.76,14.12,TX201805 ??? 2018/05,2018/4/17,-1.2537,10792,48528
TXO_N5,2018/3/15,16.84,16.87,15.79,16.39,TX201806 ??? 2018/06,2018/4/17,-1.2196,10772,921
TXO_N5,2018/3/15,14.42,14.54,13.57,13.81,TX201804 ??? 2018/04,2018/4/16,-0.1369,10943,145646
TXO_N5,2018/3/14,16.02,16.81,16.02,16.56,TX201805 ??? 2018/05,2018/4/16,-0.1279,10928,41136
TXO_N5,2018/3/14,14.1,14.39,13.99,14.26,TX201806 ??? 2018/06,2018/4/16,-0.1008,10905,423
TXO_N5,2018/3/13,16.47,16.47,15.57,15.64,TX201804 ??? 2018/04,2018/4/13,0.1371,10955,118585
TXO_N5,2018/3/13,14.07,14.13,13.27,13.55,TX201805 ??? 2018/05,2018/4/13,0.2015,10942,14597
TXO_N5,2018/3/12,16.72,16.82,16.3,16.5,TX201806 ??? 2018/06,2018/4/13,0.2203,10914,391
TXO_N5,2018/3/12,15.75,15.75,14.18,14.51,TX201804 ??? 2018/04,2018/4/12,-0.3188,10943,145737
TXO_N5,2018/3/9,17.18,17.38,17,17.27,TX201805 ??? 2018/05,2018/4/12,-0.3195,10920,5518
TXO_N5,2018/3/9,15.15,15.2,14.69,14.89,TX201806 ??? 2018/06,2018/4/12,-0.3021,10892,473
TXO_N5,2018/3/8,18.28,18.38,17.66,17.94,TX201804 ??? 2018/04,2018/4/11,0.2649,10979,119383
TXO_N5,2018/3/8,16.28,16.28,15.16,15.51,TX201805 ??? 2018/05,2018/4/11,0.2838,10956,3704
TXO_N5,2018/3/7,18.44,19.72,17.89,19.72,TX201806 ??? 2018/06,2018/4/11,0.3122,10925,317
TXO_N5,2018/3/7,16.17,16.71,15.38,16.71,TX201804 ??? 2018/04,2018/4/10,0.4127,10949,172575
TXO_N5,2018/3/6,19.23,19.23,17.89,18.01,TX201805 ??? 2018/05,2018/4/10,0.4229,10925,3850
TXO_N5,2018/3/6,18,18,15.77,15.77,TX201806 ??? 2018/06,2018/4/10,0.4242,10891,460
TXO_N5,2018/3/5,21,21.54,20.15,21.06,TX201804 ??? 2018/04,2018/4/9,1.1129,10904,155952
TXO_N5,2018/3/5,18.5,18.96,17.58,18.67,TX201805 ??? 2018/05,2018/4/9,1.1154,10879,3587
TXO_N5,2018/3/2,21.27,21.75,20.74,20.88,TX201806 ??? 2018/06,2018/4/9,1.1,10845,443
TXO_N5,2018/3/2,18.59,19.28,18.13,18.41,TX201804 ??? 2018/04,2018/4/3,-0.7364,10784,133955
TXO_N5,2018/3/1,19.8,20.02,19.07,19.75,TX201805 ??? 2018/05,2018/4/3,-0.7381,10759,2027
TXO_N5,2018/3/1,16.84,17.41,16.45,16.67,TX201806 ??? 2018/06,2018/4/3,-0.7494,10727,299
TXO_N5,2018/2/27,17.07,18.25,16.83,18.05,TX201804 ??? 2018/04,2018/4/2,-0.5584,10865,137934
TXO_N5,2018/2/27,14.48,15.65,14.47,15.39,TX201805 ??? 2018/05,2018/4/2,-0.5597,10839,2316
TXO_N5,2018/2/26,17.81,18.08,17.69,18.08,TX201806 ??? 2018/06,2018/4/2,-0.5155,10808,336
TXO_N5,2018/2/26,15.39,15.57,15.19,15.26,TX201804 ??? 2018/04,2018/3/31,0.055,10926,24169
TXO_N5,2018/2/23,19.6,19.6,18.21,18.49,TX201805 ??? 2018/05,2018/3/31,0.0551,10899,408
TXO_N5,2018/2/23,16.6,16.6,15.71,15.86,TX201806 ??? 2018/06,2018/3/31,0.0276,10864,88
TXO_N5,2018/2/22,20.48,20.88,20.24,20.83,TX201804 ??? 2018/04,2018/3/30,0.7196,10919,111968
TXO_N5,2018/2/22,17.46,18.18,17.46,17.99,TX201805 ??? 2018/05,2018/3/30,0.7212,10894,1858
TXO_N5,2018/2/21,21.63,21.63,19.67,20.35,TX201806 ??? 2018/06,2018/3/30,0.7047,10860,281
TXO_N5,2018/2/21,19.46,20.48,16.64,16.91,TX201804 ??? 2018/04,2018/3/29,0.1941,10840,149221
TXO_N5,2018/2/12,25.93,25.93,23.68,24.01,TX201805 ??? 2018/05,2018/3/29,0.2131,10816,1854
TXO_N5,2018/2/12,21.16,21.22,19.72,20.44,TX201806 ??? 2018/06,2018/3/29,0.2044,10785,352
TXO_N5,2018/2/9,34.46,34.46,25.3,26.76,TX201804 ??? 2018/04,2018/3/28,-1.547,10820,155315
TXO_N5,2018/2/9,26.8,26.8,21.6,22.33,TX201805 ??? 2018/05,2018/3/28,-1.5598,10793,2138
TXO_N5,2018/2/8,20.34,21.82,20.23,21.82,TX201806 ??? 2018/06,2018/3/28,-1.5279,10763,470
TXO_N5,2018/2/8,18.09,18.47,17.56,18.15,TX201804 ??? 2018/04,2018/3/27,1.3745,10989,131507
TXO_N5,2018/2/7,24.12,24.66,19.93,23.17,TX201805 ??? 2018/05,2018/3/27,1.3778,10964,2545
TXO_N5,2018/2/7,19.49,19.61,16.99,19.13,TX201806 ??? 2018/06,2018/3/27,1.3821,10930,481
TXO_N5,2018/2/6,20.22,54.92,20.22,30.07,TX201804 ??? 2018/04,2018/3/26,0.9969,10840,147862
TXO_N5,2018/2/6,30.11,57.36,29.03,29.07,TX201805 ??? 2018/05,2018/3/26,0.9899,10815,1641
TXO_N5,2018/2/5,14.62,15.78,14.2,14.2,TX201806 ??? 2018/06,2018/3/26,0.9741,10782,793
TXO_N5,2018/2/5,14.03,14.21,12.68,12.82,TX201804 ??? 2018/04,2018/3/23,-2.3385,10734,178593
TXO_N5,2018/2/2,12.76,12.82,12.32,12.32,TX201805 ??? 2018/05,2018/3/23,-2.3616,10709,1731
TXO_N5,2018/2/2,11.22,11.41,10.99,11.06,TX201806 ??? 2018/06,2018/3/23,-2.404,10675,792
TXO_N5,2018/2/1,12.33,13,12.13,13,TX201804 ??? 2018/04,2018/3/22,-0.1181,10989,192263
TXO_N5,2018/2/1,11.17,11.17,10.84,11.15,TX201805 ??? 2018/05,2018/3/22,,10968,1825
TXO_N5,2018/1/31,12.39,12.76,12.11,12.58,TX201806 ??? 2018/06,2018/3/22,-0.1096,10940,683
TXO_N5,2018/1/31,11.39,11.71,10.91,10.99,TX201803 ??? 2018/03,2018/3/21,0.3088,11044,80714
TXO_N5,2018/1/30,12.02,12.44,11.78,12.44,TX201804 ??? 2018/04,2018/3/21,0.1547,11006,59721
TXO_N5,2018/1/30,10.99,11.23,10.67,11.17,TX201806 ??? 2018/06,2018/3/21,0.1555,10954,452
TXO_N5,2018/1/29,11.92,12.05,11.72,11.73,TX201803 ??? 2018/03,2018/3/20,-0.136,11012,123903
TXO_N5,2018/1/29,10.79,10.83,10.58,10.7,TX201804 ??? 2018/04,2018/3/20,-0.1636,10986,43101
TXO_N5,2018/1/26,11.39,11.58,11.22,11.38,TX201806 ??? 2018/06,2018/3/20,-0.2008,10935,353
TXO_N5,2018/1/26,10.36,10.44,10.16,10.21,TX201803 ??? 2018/03,2018/3/19,0.0908,11028,151802
TXO_N5,2018/1/25,11.05,11.43,10.72,11.38,TX201804 ??? 2018/04,2018/3/19,0.0637,11005,41722
TXO_N5,2018/1/25,9.94,10.27,9.64,10.04,TX201806 ??? 2018/06,2018/3/19,0.0639,10957,428
TXO_N5,2018/1/24,11.29,11.34,10.96,10.97,TX201803 ??? 2018/03,2018/3/16,-0.2264,11018,189713
TXO_N5,2018/1/24,10.27,10.27,9.84,9.89,TX201804 ??? 2018/04,2018/3/16,-0.2449,10999,19510
TXO_N5,2018/1/23,11.19,11.37,10.99,11.18,TX201806 ??? 2018/06,2018/3/16,-0.3095,10950,464
TXO_N5,2018/1/23,9.95,10.24,9.91,10.09,TX201803 ??? 2018/03,2018/3/15,0.0997,11041,111968
TXO_N5,2018/1/22,10.69,11.04,10.69,10.86,TX201804 ??? 2018/04,2018/3/15,0.0817,11024,7459
TXO_N5,2018/1/22,9.8,10.03,9.79,9.97,TX201806 ??? 2018/06,2018/3/15,0.1094,10984,184
TXO_N5,2018/1/19,10.1,10.17,9.89,9.89,TX201803 ??? 2018/03,2018/3/14,-0.6217,11031,127357
TXO_N5,2018/1/19,9.51,9.51,9.12,9.26,TX201804 ??? 2018/04,2018/3/14,-0.6046,11015,5009
TXO_N5,2018/1/18,9.51,10.41,9.36,9.66,TX201806 ??? 2018/06,2018/3/14,-0.5979,10972,263
TXO_N5,2018/1/18,9.44,9.83,8.93,9.25,TX201803 ??? 2018/03,2018/3/13,0.6986,11100,108806
TXO_N5,2018/1/17,9.49,9.86,8.96,8.96,TX201804 ??? 2018/04,2018/3/13,0.6997,11082,3191
TXO_N5,2018/1/17,9.69,9.8,9.52,9.66,TX201806 ??? 2018/06,2018/3/13,0.7025,11038,327
TXO_N5,2018/1/16,9,9.2,8.3,8.82,TX201803 ??? 2018/03,2018/3/12,1.473,11024,122637
TXO_N5,2018/1/16,9.37,9.39,9.2,9.38,TX201804 ??? 2018/04,2018/3/12,1.4847,11006,3998
TXO_N5,2018/1/15,8.44,8.86,7.82,7.82,TX201806 ??? 2018/06,2018/3/12,1.5472,10962,410
TXO_N5,2018/1/15,9.19,9.3,9.13,9.25,TX201803 ??? 2018/03,2018/3/9,0.3233,10865,128355
TXO_N5,2018/1/12,9.51,9.59,8.96,8.96,TX201804 ??? 2018/04,2018/3/9,0.3517,10845,2657
TXO_N5,2018/1/12,8.72,8.72,7.99,7.99,TX201806 ??? 2018/06,2018/3/9,0.3533,10794,223
TXO_N5,2018/1/11,9.87,10.01,9.61,9.7,TX201803 ??? 2018/03,2018/3/8,1.1113,10829,119702
TXO_N5,2018/1/11,8.98,9.17,8.67,8.72,TX201804 ??? 2018/04,2018/3/8,1.104,10808,2617
TXO_N5,2018/1/10,9.99,10.25,9.67,10.25,TX201806 ??? 2018/06,2018/3/8,1.0807,10756,238
TXO_N5,2018/1/10,8.89,9.09,8.73,9,TX201803 ??? 2018/03,2018/3/7,-0.7232,10712,158990
TXO_N5,2018/1/9,10.03,10.12,9.81,9.81,TX201804 ??? 2018/04,2018/3/7,-0.7337,10691,3004
TXO_N5,2018/1/9,9.31,9.31,8.8,8.88,TX201806 ??? 2018/06,2018/3/7,-0.7555,10641,324
TXO_N5,2018/1/8,9.95,10.52,9.95,10.52,TX201803 ??? 2018/03,2018/3/6,1.4485,10787,142401
TXO_N5,2018/1/8,9.35,9.51,9.13,9.14,TX201804 ??? 2018/04,2018/3/6,1.4606,10766,2988
TXO_N5,2018/1/5,9.95,10.07,9.62,9.62,TX201806 ??? 2018/06,2018/3/6,1.4476,10722,232
TXO_N5,2018/1/5,8.97,9.09,8.58,8.65,TX201803 ??? 2018/03,2018/3/5,-0.4308,10635,172804
TXO_N5,2018/1/4,10.15,10.37,9.88,9.88,TX201804 ??? 2018/04,2018/3/5,-0.4503,10616,2622
TXO_N5,2018/1/4,9.05,9.32,8.93,8.99,TX201806 ??? 2018/06,2018/3/5,-0.4709,10570,337
TXO_N5,2018/1/3,10.24,10.73,10.17,10.24,TX201803 ??? 2018/03,2018/3/2,-0.5217,10681,167243
TXO_N5,2018/1/3,9.1,9.34,9.02,9.07,TX201804 ??? 2018/04,2018/3/2,-0.5319,10662,2457
TXO_N5,2018/1/2,10.17,10.42,10.07,10.42,TX201806 ??? 2018/06,2018/3/2,-0.5805,10619,588
TXO_N5,2018/1/2,9.27,9.27,8.83,8.94,TX201803 ??? 2018/03,2018/3/1,-0.5098,10735,150471
TXO_N5,2017/12/29,9.89,10.1,9.74,9.93,TX201804 ??? 2018/04,2018/3/1,-0.5198,10719,1581
TXO_N5,2017/12/29,9.11,9.11,8.59,8.85,TX201806 ??? 2018/06,2018/3/1,-0.5216,10681,395
TXO_N5,2017/12/28,9.88,10.18,9.81,10.1,TX201803 ??? 2018/03,2018/2/27,-0.2865,10791,119787
TXO_N5,2017/12/28,9.28,9.28,8.69,8.8,TX201804 ??? 2018/04,2018/2/27,-0.3054,10775,2330
TXO_N5,2017/12/27,10.73,10.78,10.01,10.18,TX201806 ??? 2018/06,2018/2/27,-0.3064,10737,408
TXO_N5,2017/12/27,9.6,9.6,8.86,9.08,TX201803 ??? 2018/03,2018/2/26,0.3524,10822,101181
TXO_N5,2017/12/26,9.87,10.88,9.82,10.88,TX201804 ??? 2018/04,2018/2/26,0.3622,10807,1139
TXO_N5,2017/12/26,8.95,9.8,8.92,9.61,TX201806 ??? 2018/06,2018/2/26,0.3634,10770,686
